waveform	Ch0	
t0	2024/10/13  09:20:06.338298	
delta t	2.000000E-5	

time[0]	Ch0
2024/10/13  09:20:06.338298	3.733739E-1
2024/10/13  09:20:06.338318	3.733739E-1
2024/10/13  09:20:06.338338	3.733739E-1
2024/10/13  09:20:06.338358	3.733739E-1
2024/10/13  09:20:06.338378	3.733739E-1
2024/10/13  09:20:06.338398	3.733739E-1
2024/10/13  09:20:06.338418	3.733739E-1
2024/10/13  09:20:06.338438	4.161202E-1
2024/10/13  09:20:06.338458	3.733739E-1
2024/10/13  09:20:06.338478	3.733739E-1
2024/10/13  09:20:06.338498	3.733739E-1
2024/10/13  09:20:06.338518	3.733739E-1
2024/10/13  09:20:06.338538	3.733739E-1
2024/10/13  09:20:06.338558	3.733739E-1
2024/10/13  09:20:06.338578	3.733739E-1
2024/10/13  09:20:06.338598	3.733739E-1
2024/10/13  09:20:06.338618	3.733739E-1
2024/10/13  09:20:06.338638	3.733739E-1
2024/10/13  09:20:06.338658	4.161202E-1
2024/10/13  09:20:06.338678	3.733739E-1
2024/10/13  09:20:06.338698	3.733739E-1
2024/10/13  09:20:06.338718	1.442031E+0
2024/10/13  09:20:06.338738	1.484778E+0
2024/10/13  09:20:06.338758	1.442031E+0
2024/10/13  09:20:06.338778	1.442031E+0
2024/10/13  09:20:06.338798	1.442031E+0
2024/10/13  09:20:06.338818	1.442031E+0
2024/10/13  09:20:06.338838	1.442031E+0
2024/10/13  09:20:06.338858	1.484778E+0
2024/10/13  09:20:06.338878	1.484778E+0
2024/10/13  09:20:06.338898	1.484778E+0
2024/10/13  09:20:06.338918	1.484778E+0
2024/10/13  09:20:06.338938	1.484778E+0
2024/10/13  09:20:06.338958	1.484778E+0
2024/10/13  09:20:06.338978	1.442031E+0
2024/10/13  09:20:06.338998	1.442031E+0
2024/10/13  09:20:06.339018	1.484778E+0
2024/10/13  09:20:06.339038	1.442031E+0
2024/10/13  09:20:06.339058	1.484778E+0
2024/10/13  09:20:06.339078	1.484778E+0
2024/10/13  09:20:06.339098	1.442031E+0
2024/10/13  09:20:06.339118	1.442031E+0
2024/10/13  09:20:06.339138	1.484778E+0
2024/10/13  09:20:06.339158	1.484778E+0
2024/10/13  09:20:06.339178	1.484778E+0
2024/10/13  09:20:06.339198	1.484778E+0
2024/10/13  09:20:06.339218	1.442031E+0
2024/10/13  09:20:06.339238	1.484778E+0
2024/10/13  09:20:06.339258	1.442031E+0
2024/10/13  09:20:06.339278	1.484778E+0
2024/10/13  09:20:06.339298	1.442031E+0
2024/10/13  09:20:06.339318	1.442031E+0
2024/10/13  09:20:06.339338	1.484778E+0
2024/10/13  09:20:06.339358	1.442031E+0
2024/10/13  09:20:06.339378	1.442031E+0
2024/10/13  09:20:06.339398	1.442031E+0
2024/10/13  09:20:06.339418	1.442031E+0
2024/10/13  09:20:06.339438	1.484778E+0
2024/10/13  09:20:06.339458	1.484778E+0
2024/10/13  09:20:06.339478	1.484778E+0
2024/10/13  09:20:06.339498	1.442031E+0
2024/10/13  09:20:06.339518	1.442031E+0
2024/10/13  09:20:06.339538	1.484778E+0
2024/10/13  09:20:06.339558	1.442031E+0
2024/10/13  09:20:06.339578	1.442031E+0
2024/10/13  09:20:06.339598	1.442031E+0
2024/10/13  09:20:06.339618	1.484778E+0
2024/10/13  09:20:06.339638	1.484778E+0
2024/10/13  09:20:06.339658	1.442031E+0
2024/10/13  09:20:06.339678	1.484778E+0
2024/10/13  09:20:06.339698	1.484778E+0
2024/10/13  09:20:06.339718	1.997733E+0
2024/10/13  09:20:06.339738	1.997733E+0
2024/10/13  09:20:06.339758	1.997733E+0
2024/10/13  09:20:06.339778	1.997733E+0
2024/10/13  09:20:06.339798	1.997733E+0
2024/10/13  09:20:06.339818	1.997733E+0
2024/10/13  09:20:06.339838	1.997733E+0
2024/10/13  09:20:06.339858	1.997733E+0
2024/10/13  09:20:06.339878	1.997733E+0
2024/10/13  09:20:06.339898	1.997733E+0
2024/10/13  09:20:06.339918	1.997733E+0
2024/10/13  09:20:06.339938	1.997733E+0
2024/10/13  09:20:06.339958	1.997733E+0
2024/10/13  09:20:06.339978	1.997733E+0
2024/10/13  09:20:06.339998	1.997733E+0
2024/10/13  09:20:06.340018	1.997733E+0
2024/10/13  09:20:06.340038	1.997733E+0
2024/10/13  09:20:06.340058	1.997733E+0
2024/10/13  09:20:06.340078	1.997733E+0
2024/10/13  09:20:06.340098	1.997733E+0
2024/10/13  09:20:06.340118	1.997733E+0
2024/10/13  09:20:06.340138	1.997733E+0
2024/10/13  09:20:06.340158	1.997733E+0
2024/10/13  09:20:06.340178	1.997733E+0
2024/10/13  09:20:06.340198	1.997733E+0
2024/10/13  09:20:06.340218	1.997733E+0
2024/10/13  09:20:06.340238	1.997733E+0
2024/10/13  09:20:06.340258	1.997733E+0
2024/10/13  09:20:06.340278	1.997733E+0
2024/10/13  09:20:06.340298	1.997733E+0
2024/10/13  09:20:06.340318	1.997733E+0
2024/10/13  09:20:06.340338	1.997733E+0
2024/10/13  09:20:06.340358	1.997733E+0
2024/10/13  09:20:06.340378	1.997733E+0
2024/10/13  09:20:06.340398	1.997733E+0
2024/10/13  09:20:06.340418	1.997733E+0
2024/10/13  09:20:06.340438	1.997733E+0
2024/10/13  09:20:06.340458	1.954987E+0
2024/10/13  09:20:06.340478	1.997733E+0
2024/10/13  09:20:06.340498	1.997733E+0
2024/10/13  09:20:06.340518	1.997733E+0
2024/10/13  09:20:06.340538	1.997733E+0
2024/10/13  09:20:06.340558	1.997733E+0
2024/10/13  09:20:06.340578	1.954987E+0
2024/10/13  09:20:06.340598	1.997733E+0
2024/10/13  09:20:06.340618	1.997733E+0
2024/10/13  09:20:06.340638	1.997733E+0
2024/10/13  09:20:06.340658	1.997733E+0
2024/10/13  09:20:06.340678	1.997733E+0
2024/10/13  09:20:06.340698	1.997733E+0
2024/10/13  09:20:06.340718	1.741256E+0
2024/10/13  09:20:06.340738	1.741256E+0
2024/10/13  09:20:06.340758	1.784002E+0
2024/10/13  09:20:06.340778	1.741256E+0
2024/10/13  09:20:06.340798	1.741256E+0
2024/10/13  09:20:06.340818	1.741256E+0
2024/10/13  09:20:06.340838	1.741256E+0
2024/10/13  09:20:06.340858	1.784002E+0
2024/10/13  09:20:06.340878	1.741256E+0
2024/10/13  09:20:06.340898	1.784002E+0
2024/10/13  09:20:06.340918	1.784002E+0
2024/10/13  09:20:06.340938	1.784002E+0
2024/10/13  09:20:06.340958	1.741256E+0
2024/10/13  09:20:06.340978	1.741256E+0
2024/10/13  09:20:06.340998	1.741256E+0
2024/10/13  09:20:06.341018	1.741256E+0
2024/10/13  09:20:06.341038	1.741256E+0
2024/10/13  09:20:06.341058	1.784002E+0
2024/10/13  09:20:06.341078	1.741256E+0
2024/10/13  09:20:06.341098	1.741256E+0
2024/10/13  09:20:06.341118	1.741256E+0
2024/10/13  09:20:06.341138	1.741256E+0
2024/10/13  09:20:06.341158	1.741256E+0
2024/10/13  09:20:06.341178	1.784002E+0
2024/10/13  09:20:06.341198	1.784002E+0
2024/10/13  09:20:06.341218	1.741256E+0
2024/10/13  09:20:06.341238	1.784002E+0
2024/10/13  09:20:06.341258	1.784002E+0
2024/10/13  09:20:06.341278	1.784002E+0
2024/10/13  09:20:06.341298	1.741256E+0
2024/10/13  09:20:06.341318	1.741256E+0
2024/10/13  09:20:06.341338	1.784002E+0
2024/10/13  09:20:06.341358	1.741256E+0
2024/10/13  09:20:06.341378	1.741256E+0
2024/10/13  09:20:06.341398	1.741256E+0
2024/10/13  09:20:06.341418	1.741256E+0
2024/10/13  09:20:06.341438	1.741256E+0
2024/10/13  09:20:06.341458	1.741256E+0
2024/10/13  09:20:06.341478	1.741256E+0
2024/10/13  09:20:06.341498	1.741256E+0
2024/10/13  09:20:06.341518	1.784002E+0
2024/10/13  09:20:06.341538	1.784002E+0
2024/10/13  09:20:06.341558	1.784002E+0
2024/10/13  09:20:06.341578	1.741256E+0
2024/10/13  09:20:06.341598	1.784002E+0
2024/10/13  09:20:06.341618	1.784002E+0
2024/10/13  09:20:06.341638	1.784002E+0
2024/10/13  09:20:06.341658	1.784002E+0
2024/10/13  09:20:06.341678	1.784002E+0
2024/10/13  09:20:06.341698	1.741256E+0
2024/10/13  09:20:06.341718	8.863295E-1
2024/10/13  09:20:06.341738	8.863295E-1
2024/10/13  09:20:06.341758	8.863295E-1
2024/10/13  09:20:06.341778	8.863295E-1
2024/10/13  09:20:06.341798	8.435832E-1
2024/10/13  09:20:06.341818	8.863295E-1
2024/10/13  09:20:06.341838	8.863295E-1
2024/10/13  09:20:06.341858	8.863295E-1
2024/10/13  09:20:06.341878	8.863295E-1
2024/10/13  09:20:06.341898	8.435832E-1
2024/10/13  09:20:06.341918	8.863295E-1
2024/10/13  09:20:06.341938	8.863295E-1
2024/10/13  09:20:06.341958	8.863295E-1
2024/10/13  09:20:06.341978	8.435832E-1
2024/10/13  09:20:06.341998	8.435832E-1
2024/10/13  09:20:06.342018	8.435832E-1
2024/10/13  09:20:06.342038	8.863295E-1
2024/10/13  09:20:06.342058	8.863295E-1
2024/10/13  09:20:06.342078	8.863295E-1
2024/10/13  09:20:06.342098	8.435832E-1
2024/10/13  09:20:06.342118	8.863295E-1
2024/10/13  09:20:06.342138	8.435832E-1
2024/10/13  09:20:06.342158	8.863295E-1
2024/10/13  09:20:06.342178	8.863295E-1
2024/10/13  09:20:06.342198	8.863295E-1
2024/10/13  09:20:06.342218	8.435832E-1
2024/10/13  09:20:06.342238	8.435832E-1
2024/10/13  09:20:06.342258	8.863295E-1
2024/10/13  09:20:06.342278	8.863295E-1
2024/10/13  09:20:06.342298	8.435832E-1
2024/10/13  09:20:06.342318	8.863295E-1
2024/10/13  09:20:06.342338	8.863295E-1
2024/10/13  09:20:06.342358	8.435832E-1
2024/10/13  09:20:06.342378	8.863295E-1
2024/10/13  09:20:06.342398	8.863295E-1
2024/10/13  09:20:06.342418	8.435832E-1
2024/10/13  09:20:06.342438	8.435832E-1
2024/10/13  09:20:06.342458	8.863295E-1
2024/10/13  09:20:06.342478	8.435832E-1
2024/10/13  09:20:06.342498	8.863295E-1
2024/10/13  09:20:06.342518	8.435832E-1
2024/10/13  09:20:06.342538	8.863295E-1
2024/10/13  09:20:06.342558	8.863295E-1
2024/10/13  09:20:06.342578	8.863295E-1
2024/10/13  09:20:06.342598	8.863295E-1
2024/10/13  09:20:06.342618	8.863295E-1
2024/10/13  09:20:06.342638	8.435832E-1
2024/10/13  09:20:06.342658	8.863295E-1
2024/10/13  09:20:06.342678	8.863295E-1
2024/10/13  09:20:06.342698	8.863295E-1
2024/10/13  09:20:06.342718	-3.533133E-1
2024/10/13  09:20:06.342738	-3.960596E-1
2024/10/13  09:20:06.342758	-3.960596E-1
2024/10/13  09:20:06.342778	-3.533133E-1
2024/10/13  09:20:06.342798	-3.533133E-1
2024/10/13  09:20:06.342818	-3.533133E-1
2024/10/13  09:20:06.342838	-3.960596E-1
2024/10/13  09:20:06.342858	-3.533133E-1
2024/10/13  09:20:06.342878	-3.533133E-1
2024/10/13  09:20:06.342898	-3.960596E-1
2024/10/13  09:20:06.342918	-3.960596E-1
2024/10/13  09:20:06.342938	-3.533133E-1
2024/10/13  09:20:06.342958	-3.533133E-1
2024/10/13  09:20:06.342978	-3.960596E-1
2024/10/13  09:20:06.342998	-3.533133E-1
2024/10/13  09:20:06.343018	-3.960596E-1
2024/10/13  09:20:06.343038	-3.533133E-1
2024/10/13  09:20:06.343058	-3.533133E-1
2024/10/13  09:20:06.343078	-3.960596E-1
2024/10/13  09:20:06.343098	-3.960596E-1
2024/10/13  09:20:06.343118	-3.960596E-1
2024/10/13  09:20:06.343138	-3.533133E-1
2024/10/13  09:20:06.343158	-3.960596E-1
2024/10/13  09:20:06.343178	-3.533133E-1
2024/10/13  09:20:06.343198	-3.960596E-1
2024/10/13  09:20:06.343218	-3.533133E-1
2024/10/13  09:20:06.343238	-3.533133E-1
2024/10/13  09:20:06.343258	-3.960596E-1
2024/10/13  09:20:06.343278	-3.960596E-1
2024/10/13  09:20:06.343298	-3.533133E-1
2024/10/13  09:20:06.343318	-3.533133E-1
2024/10/13  09:20:06.343338	-3.533133E-1
2024/10/13  09:20:06.343358	-3.960596E-1
2024/10/13  09:20:06.343378	-3.960596E-1
2024/10/13  09:20:06.343398	-3.533133E-1
2024/10/13  09:20:06.343418	-3.533133E-1
2024/10/13  09:20:06.343438	-3.533133E-1
2024/10/13  09:20:06.343458	-3.533133E-1
2024/10/13  09:20:06.343478	-3.533133E-1
2024/10/13  09:20:06.343498	-3.960596E-1
2024/10/13  09:20:06.343518	-3.960596E-1
2024/10/13  09:20:06.343538	-3.533133E-1
2024/10/13  09:20:06.343558	-3.960596E-1
2024/10/13  09:20:06.343578	-3.960596E-1
2024/10/13  09:20:06.343598	-3.533133E-1
2024/10/13  09:20:06.343618	-3.960596E-1
2024/10/13  09:20:06.343638	-3.533133E-1
2024/10/13  09:20:06.343658	-3.533133E-1
2024/10/13  09:20:06.343678	-3.960596E-1
2024/10/13  09:20:06.343698	-3.960596E-1
2024/10/13  09:20:06.343718	-1.464717E+0
2024/10/13  09:20:06.343738	-1.421971E+0
2024/10/13  09:20:06.343758	-1.464717E+0
2024/10/13  09:20:06.343778	-1.464717E+0
2024/10/13  09:20:06.343798	-1.464717E+0
2024/10/13  09:20:06.343818	-1.464717E+0
2024/10/13  09:20:06.343838	-1.421971E+0
2024/10/13  09:20:06.343858	-1.464717E+0
2024/10/13  09:20:06.343878	-1.464717E+0
2024/10/13  09:20:06.343898	-1.464717E+0
2024/10/13  09:20:06.343918	-1.464717E+0
2024/10/13  09:20:06.343938	-1.464717E+0
2024/10/13  09:20:06.343958	-1.464717E+0
2024/10/13  09:20:06.343978	-1.464717E+0
2024/10/13  09:20:06.343998	-1.464717E+0
2024/10/13  09:20:06.344018	-1.464717E+0
2024/10/13  09:20:06.344038	-1.464717E+0
2024/10/13  09:20:06.344058	-1.421971E+0
2024/10/13  09:20:06.344078	-1.464717E+0
2024/10/13  09:20:06.344098	-1.464717E+0
2024/10/13  09:20:06.344118	-1.464717E+0
2024/10/13  09:20:06.344138	-1.464717E+0
2024/10/13  09:20:06.344158	-1.464717E+0
2024/10/13  09:20:06.344178	-1.464717E+0
2024/10/13  09:20:06.344198	-1.464717E+0
2024/10/13  09:20:06.344218	-1.464717E+0
2024/10/13  09:20:06.344238	-1.464717E+0
2024/10/13  09:20:06.344258	-1.464717E+0
2024/10/13  09:20:06.344278	-1.464717E+0
2024/10/13  09:20:06.344298	-1.464717E+0
2024/10/13  09:20:06.344318	-1.464717E+0
2024/10/13  09:20:06.344338	-1.464717E+0
2024/10/13  09:20:06.344358	-1.464717E+0
2024/10/13  09:20:06.344378	-1.464717E+0
2024/10/13  09:20:06.344398	-1.464717E+0
2024/10/13  09:20:06.344418	-1.464717E+0
2024/10/13  09:20:06.344438	-1.464717E+0
2024/10/13  09:20:06.344458	-1.464717E+0
2024/10/13  09:20:06.344478	-1.464717E+0
2024/10/13  09:20:06.344498	-1.464717E+0
2024/10/13  09:20:06.344518	-1.464717E+0
2024/10/13  09:20:06.344538	-1.464717E+0
2024/10/13  09:20:06.344558	-1.464717E+0
2024/10/13  09:20:06.344578	-1.464717E+0
2024/10/13  09:20:06.344598	-1.464717E+0
2024/10/13  09:20:06.344618	-1.421971E+0
2024/10/13  09:20:06.344638	-1.421971E+0
2024/10/13  09:20:06.344658	-1.464717E+0
2024/10/13  09:20:06.344678	-1.464717E+0
2024/10/13  09:20:06.344698	-1.464717E+0
2024/10/13  09:20:06.344718	-1.977673E+0
2024/10/13  09:20:06.344738	-1.977673E+0
2024/10/13  09:20:06.344758	-1.977673E+0
