waveform	Source signal	
t0	2024/10/13  09:22:17.141801	
delta t	5.000000E-5	

time[0]	Source signal
2024/10/13  09:22:17.141801	-1.874083E+0
2024/10/13  09:22:17.141851	-1.959485E+0
2024/10/13  09:22:17.141901	-1.959485E+0
2024/10/13  09:22:17.141951	-1.959485E+0
2024/10/13  09:22:17.142001	-1.959485E+0
2024/10/13  09:22:17.142051	-1.959485E+0
2024/10/13  09:22:17.142101	-1.959485E+0
2024/10/13  09:22:17.142151	-1.959485E+0
2024/10/13  09:22:17.142201	-1.959485E+0
2024/10/13  09:22:17.142251	-1.959485E+0
2024/10/13  09:22:17.142301	-1.959485E+0
2024/10/13  09:22:17.142351	-1.959485E+0
2024/10/13  09:22:17.142401	-1.959485E+0
2024/10/13  09:22:17.142451	-1.959485E+0
2024/10/13  09:22:17.142501	-1.959485E+0
2024/10/13  09:22:17.142551	-1.959485E+0
2024/10/13  09:22:17.142601	-1.874083E+0
2024/10/13  09:22:17.142651	-1.874083E+0
2024/10/13  09:22:17.142701	-1.874083E+0
2024/10/13  09:22:17.142751	-1.874083E+0
2024/10/13  09:22:17.142801	-1.874083E+0
2024/10/13  09:22:17.142851	-1.874083E+0
2024/10/13  09:22:17.142901	-1.874083E+0
2024/10/13  09:22:17.142951	-1.874083E+0
2024/10/13  09:22:17.143001	-1.874083E+0
2024/10/13  09:22:17.143051	-1.874083E+0
2024/10/13  09:22:17.143101	-1.874083E+0
2024/10/13  09:22:17.143151	-1.874083E+0
2024/10/13  09:22:17.143201	-1.874083E+0
2024/10/13  09:22:17.143251	-1.874083E+0
2024/10/13  09:22:17.143301	-1.874083E+0
2024/10/13  09:22:17.143351	-1.874083E+0
2024/10/13  09:22:17.143401	-1.874083E+0
2024/10/13  09:22:17.143451	-1.874083E+0
2024/10/13  09:22:17.143501	-1.874083E+0
2024/10/13  09:22:17.143551	-1.874083E+0
2024/10/13  09:22:17.143601	-1.020063E+0
2024/10/13  09:22:17.143651	-1.105465E+0
2024/10/13  09:22:17.143701	-1.105465E+0
2024/10/13  09:22:17.143751	-1.105465E+0
2024/10/13  09:22:17.143801	-1.105465E+0
2024/10/13  09:22:17.143851	-1.020063E+0
2024/10/13  09:22:17.143901	-1.105465E+0
2024/10/13  09:22:17.143951	-1.020063E+0
2024/10/13  09:22:17.144001	-1.020063E+0
2024/10/13  09:22:17.144051	-1.105465E+0
2024/10/13  09:22:17.144101	-1.105465E+0
2024/10/13  09:22:17.144151	-1.105465E+0
2024/10/13  09:22:17.144201	-1.105465E+0
2024/10/13  09:22:17.144251	-1.020063E+0
2024/10/13  09:22:17.144301	-1.020063E+0
2024/10/13  09:22:17.144351	-1.105465E+0
2024/10/13  09:22:17.144401	-1.105465E+0
2024/10/13  09:22:17.144451	-1.105465E+0
2024/10/13  09:22:17.144501	-1.020063E+0
2024/10/13  09:22:17.144551	-1.105465E+0
2024/10/13  09:22:17.144601	9.016293E-2
2024/10/13  09:22:17.144651	9.016293E-2
2024/10/13  09:22:17.144701	9.016293E-2
2024/10/13  09:22:17.144751	9.016293E-2
2024/10/13  09:22:17.144801	9.016293E-2
2024/10/13  09:22:17.144851	1.755649E-1
2024/10/13  09:22:17.144901	1.755649E-1
2024/10/13  09:22:17.144951	1.755649E-1
2024/10/13  09:22:17.145001	1.755649E-1
2024/10/13  09:22:17.145051	9.016293E-2
2024/10/13  09:22:17.145101	1.755649E-1
2024/10/13  09:22:17.145151	1.755649E-1
2024/10/13  09:22:17.145201	9.016293E-2
2024/10/13  09:22:17.145251	9.016293E-2
2024/10/13  09:22:17.145301	1.755649E-1
2024/10/13  09:22:17.145351	9.016293E-2
2024/10/13  09:22:17.145401	9.016293E-2
2024/10/13  09:22:17.145451	9.016293E-2
2024/10/13  09:22:17.145501	9.016293E-2
2024/10/13  09:22:17.145551	1.755649E-1
2024/10/13  09:22:17.145601	1.285791E+0
2024/10/13  09:22:17.145651	1.285791E+0
2024/10/13  09:22:17.145701	1.285791E+0
2024/10/13  09:22:17.145751	1.285791E+0
2024/10/13  09:22:17.145801	1.285791E+0
2024/10/13  09:22:17.145851	1.285791E+0
2024/10/13  09:22:17.145901	1.285791E+0
2024/10/13  09:22:17.145951	1.285791E+0
2024/10/13  09:22:17.146001	1.285791E+0
2024/10/13  09:22:17.146051	1.285791E+0
2024/10/13  09:22:17.146101	1.285791E+0
2024/10/13  09:22:17.146151	1.285791E+0
2024/10/13  09:22:17.146201	1.200389E+0
2024/10/13  09:22:17.146251	1.285791E+0
2024/10/13  09:22:17.146301	1.285791E+0
2024/10/13  09:22:17.146351	1.285791E+0
2024/10/13  09:22:17.146401	1.285791E+0
2024/10/13  09:22:17.146451	1.285791E+0
2024/10/13  09:22:17.146501	1.285791E+0
2024/10/13  09:22:17.146551	1.285791E+0
2024/10/13  09:22:17.146601	1.969007E+0
2024/10/13  09:22:17.146651	1.969007E+0
2024/10/13  09:22:17.146701	1.969007E+0
2024/10/13  09:22:17.146751	1.969007E+0
2024/10/13  09:22:17.146801	1.969007E+0
2024/10/13  09:22:17.146851	1.969007E+0
2024/10/13  09:22:17.146901	1.969007E+0
2024/10/13  09:22:17.146951	1.969007E+0
2024/10/13  09:22:17.147001	1.969007E+0
2024/10/13  09:22:17.147051	1.969007E+0
2024/10/13  09:22:17.147101	1.969007E+0
2024/10/13  09:22:17.147151	1.969007E+0
2024/10/13  09:22:17.147201	1.969007E+0
2024/10/13  09:22:17.147251	1.969007E+0
2024/10/13  09:22:17.147301	1.969007E+0
2024/10/13  09:22:17.147351	1.969007E+0
2024/10/13  09:22:17.147401	1.969007E+0
2024/10/13  09:22:17.147451	1.969007E+0
2024/10/13  09:22:17.147501	1.969007E+0
2024/10/13  09:22:17.147551	1.969007E+0
2024/10/13  09:22:17.147601	1.883605E+0
2024/10/13  09:22:17.147651	1.883605E+0
2024/10/13  09:22:17.147701	1.883605E+0
2024/10/13  09:22:17.147751	1.883605E+0
2024/10/13  09:22:17.147801	1.883605E+0
2024/10/13  09:22:17.147851	1.883605E+0
2024/10/13  09:22:17.147901	1.883605E+0
2024/10/13  09:22:17.147951	1.883605E+0
2024/10/13  09:22:17.148001	1.883605E+0
2024/10/13  09:22:17.148051	1.883605E+0
2024/10/13  09:22:17.148101	1.883605E+0
2024/10/13  09:22:17.148151	1.883605E+0
2024/10/13  09:22:17.148201	1.883605E+0
2024/10/13  09:22:17.148251	1.883605E+0
2024/10/13  09:22:17.148301	1.883605E+0
2024/10/13  09:22:17.148351	1.883605E+0
2024/10/13  09:22:17.148401	1.883605E+0
2024/10/13  09:22:17.148451	1.883605E+0
2024/10/13  09:22:17.148501	1.883605E+0
2024/10/13  09:22:17.148551	1.883605E+0
2024/10/13  09:22:17.148601	1.114987E+0
2024/10/13  09:22:17.148651	1.029585E+0
2024/10/13  09:22:17.148701	1.029585E+0
2024/10/13  09:22:17.148751	1.029585E+0
2024/10/13  09:22:17.148801	1.029585E+0
2024/10/13  09:22:17.148851	1.029585E+0
2024/10/13  09:22:17.148901	1.029585E+0
2024/10/13  09:22:17.148951	1.029585E+0
2024/10/13  09:22:17.149001	1.029585E+0
2024/10/13  09:22:17.149051	1.029585E+0
2024/10/13  09:22:17.149101	1.114987E+0
2024/10/13  09:22:17.149151	1.029585E+0
2024/10/13  09:22:17.149201	1.029585E+0
2024/10/13  09:22:17.149251	1.029585E+0
2024/10/13  09:22:17.149301	1.029585E+0
2024/10/13  09:22:17.149351	1.029585E+0
2024/10/13  09:22:17.149401	1.029585E+0
2024/10/13  09:22:17.149451	1.029585E+0
2024/10/13  09:22:17.149501	1.029585E+0
2024/10/13  09:22:17.149551	1.029585E+0
2024/10/13  09:22:17.149601	-8.064106E-2
2024/10/13  09:22:17.149651	-1.660431E-1
2024/10/13  09:22:17.149701	-8.064106E-2
2024/10/13  09:22:17.149751	-8.064106E-2
2024/10/13  09:22:17.149801	-1.660431E-1
2024/10/13  09:22:17.149851	-8.064106E-2
2024/10/13  09:22:17.149901	-1.660431E-1
2024/10/13  09:22:17.149951	-8.064106E-2
2024/10/13  09:22:17.150001	-1.660431E-1
2024/10/13  09:22:17.150051	-1.660431E-1
2024/10/13  09:22:17.150101	-8.064106E-2
2024/10/13  09:22:17.150151	-8.064106E-2
2024/10/13  09:22:17.150201	-1.660431E-1
2024/10/13  09:22:17.150251	-1.660431E-1
2024/10/13  09:22:17.150301	-1.660431E-1
2024/10/13  09:22:17.150351	-1.660431E-1
2024/10/13  09:22:17.150401	-8.064106E-2
2024/10/13  09:22:17.150451	-8.064106E-2
2024/10/13  09:22:17.150501	-8.064106E-2
2024/10/13  09:22:17.150551	-1.660431E-1
2024/10/13  09:22:17.150601	-1.276269E+0
2024/10/13  09:22:17.150651	-1.276269E+0
2024/10/13  09:22:17.150701	-1.276269E+0
2024/10/13  09:22:17.150751	-1.190867E+0
2024/10/13  09:22:17.150801	-1.276269E+0
2024/10/13  09:22:17.150851	-1.276269E+0
2024/10/13  09:22:17.150901	-1.276269E+0
2024/10/13  09:22:17.150951	-1.276269E+0
2024/10/13  09:22:17.151001	-1.276269E+0
2024/10/13  09:22:17.151051	-1.276269E+0
2024/10/13  09:22:17.151101	-1.276269E+0
2024/10/13  09:22:17.151151	-1.276269E+0
2024/10/13  09:22:17.151201	-1.276269E+0
2024/10/13  09:22:17.151251	-1.276269E+0
2024/10/13  09:22:17.151301	-1.276269E+0
2024/10/13  09:22:17.151351	-1.276269E+0
2024/10/13  09:22:17.151401	-1.276269E+0
2024/10/13  09:22:17.151451	-1.276269E+0
2024/10/13  09:22:17.151501	-1.276269E+0
2024/10/13  09:22:17.151551	-1.190867E+0
2024/10/13  09:22:17.151601	-1.959485E+0
2024/10/13  09:22:17.151651	-1.959485E+0
2024/10/13  09:22:17.151701	-1.959485E+0
2024/10/13  09:22:17.151751	-1.959485E+0
2024/10/13  09:22:17.151801	-1.959485E+0
2024/10/13  09:22:17.151851	-1.959485E+0
2024/10/13  09:22:17.151901	-1.959485E+0
2024/10/13  09:22:17.151951	-1.874083E+0
2024/10/13  09:22:17.152001	-1.959485E+0
2024/10/13  09:22:17.152051	-1.959485E+0
2024/10/13  09:22:17.152101	-1.959485E+0
2024/10/13  09:22:17.152151	-1.959485E+0
2024/10/13  09:22:17.152201	-1.959485E+0
2024/10/13  09:22:17.152251	-1.959485E+0
2024/10/13  09:22:17.152301	-1.959485E+0
2024/10/13  09:22:17.152351	-1.959485E+0
2024/10/13  09:22:17.152401	-1.959485E+0
2024/10/13  09:22:17.152451	-1.959485E+0
2024/10/13  09:22:17.152501	-1.959485E+0
2024/10/13  09:22:17.152551	-1.959485E+0
2024/10/13  09:22:17.152601	-1.874083E+0
2024/10/13  09:22:17.152651	-1.874083E+0
2024/10/13  09:22:17.152701	-1.874083E+0
2024/10/13  09:22:17.152751	-1.788681E+0
2024/10/13  09:22:17.152801	-1.874083E+0
2024/10/13  09:22:17.152851	-1.874083E+0
2024/10/13  09:22:17.152901	-1.874083E+0
2024/10/13  09:22:17.152951	-1.874083E+0
2024/10/13  09:22:17.153001	-1.874083E+0
2024/10/13  09:22:17.153051	-1.874083E+0
2024/10/13  09:22:17.153101	-1.874083E+0
2024/10/13  09:22:17.153151	-1.874083E+0
2024/10/13  09:22:17.153201	-1.874083E+0
2024/10/13  09:22:17.153251	-1.874083E+0
2024/10/13  09:22:17.153301	-1.874083E+0
2024/10/13  09:22:17.153351	-1.874083E+0
2024/10/13  09:22:17.153401	-1.874083E+0
2024/10/13  09:22:17.153451	-1.874083E+0
2024/10/13  09:22:17.153501	-1.874083E+0
2024/10/13  09:22:17.153551	-1.874083E+0
2024/10/13  09:22:17.153601	-1.105465E+0
2024/10/13  09:22:17.153651	-1.020063E+0
2024/10/13  09:22:17.153701	-1.105465E+0
2024/10/13  09:22:17.153751	-1.105465E+0
2024/10/13  09:22:17.153801	-1.105465E+0
2024/10/13  09:22:17.153851	-1.105465E+0
2024/10/13  09:22:17.153901	-1.020063E+0
2024/10/13  09:22:17.153951	-1.020063E+0
2024/10/13  09:22:17.154001	-1.105465E+0
2024/10/13  09:22:17.154051	-1.105465E+0
2024/10/13  09:22:17.154101	-1.105465E+0
2024/10/13  09:22:17.154151	-1.105465E+0
2024/10/13  09:22:17.154201	-1.105465E+0
2024/10/13  09:22:17.154251	-1.105465E+0
2024/10/13  09:22:17.154301	-1.105465E+0
2024/10/13  09:22:17.154351	-1.105465E+0
2024/10/13  09:22:17.154401	-1.105465E+0
2024/10/13  09:22:17.154451	-1.020063E+0
2024/10/13  09:22:17.154501	-1.105465E+0
2024/10/13  09:22:17.154551	-1.105465E+0
2024/10/13  09:22:17.154601	1.755649E-1
2024/10/13  09:22:17.154651	1.755649E-1
2024/10/13  09:22:17.154701	9.016293E-2
2024/10/13  09:22:17.154751	9.016293E-2
2024/10/13  09:22:17.154801	9.016293E-2
2024/10/13  09:22:17.154851	1.755649E-1
2024/10/13  09:22:17.154901	1.755649E-1
2024/10/13  09:22:17.154951	9.016293E-2
2024/10/13  09:22:17.155001	1.755649E-1
2024/10/13  09:22:17.155051	9.016293E-2
2024/10/13  09:22:17.155101	9.016293E-2
2024/10/13  09:22:17.155151	1.755649E-1
2024/10/13  09:22:17.155201	1.755649E-1
2024/10/13  09:22:17.155251	1.755649E-1
2024/10/13  09:22:17.155301	1.755649E-1
2024/10/13  09:22:17.155351	9.016293E-2
2024/10/13  09:22:17.155401	1.755649E-1
2024/10/13  09:22:17.155451	1.755649E-1
2024/10/13  09:22:17.155501	1.755649E-1
